Date,Open,High,Low,Close,Volume,DailyReturn,CNYUSD,SSE_Close,SSE_Return,Vol_20d,Vol_60d
2015-01-27,12.692801415295932,12.787760397485537,12.534537652441221,12.661149024963379,31912017,-0.0024938073693656637,6.243,3352.9599609375,-0.008932988192037028,,
2015-01-28,12.727619155436638,12.946024441703246,12.623165004541434,12.787759780883789,32680065,0.009999942001375883,6.2475,3305.738037109375,-0.014083652765994104,,
2015-01-29,12.832074818931826,12.84790101408363,12.47756297619397,12.585182189941406,27734511,-0.015841523019943904,6.2463,3262.304931640625,-0.013138701548997878,,
2015-01-30,12.566191662995433,12.65481963518819,12.107225604824825,12.110390663146973,30568038,-0.03772623388590324,6.2495,3210.363037109375,-0.01592183919641388,,
2015-02-02,12.028091266419809,12.316133271134088,11.86982750343795,12.176859855651855,15751845,0.005488608448210863,6.2594,3128.300048828125,-0.025561902916481305,0.2940987985925254,
2015-02-03,12.4047617303334,12.439580993740737,12.221175672048679,12.259159088134766,17622876,0.006758658098927839,6.2573,3204.906982421875,0.02448835866062371,0.29550583120454227,
2015-02-04,12.455407643946694,12.455407643946694,12.028093939961085,12.113556861877441,27475449,-0.011877015805941138,6.2472,3174.1259765625,-0.009604336733702756,0.2724210768422595,
2015-02-05,12.132546896152625,12.192688437449206,11.933133733648695,11.94262981414795,20888997,-0.014110392981884323,6.2516,3136.531005859375,-0.011844196160052722,0.2741738280824726,
2015-02-06,12.024926379388358,12.066074849676882,11.366547232388038,11.467835426330566,32893599,-0.03975626769029661,6.2417,3075.906982421875,-0.01932836733456411,0.3070026970588866,
2015-02-09,11.508984802215075,11.581785663311392,11.404530644714981,11.467835426330566,14402439,0.0,6.2467,3095.1240234375,0.006247601479968612,0.2864680683842239,
2015-02-10,11.550134268116743,11.812853119089924,11.429852999248611,11.755878448486328,17870982,0.02511747086066518,6.2405,3141.593017578125,0.015013612956619404,0.2912703481614759,
2015-02-11,11.648256316236733,11.819181204267757,11.540636204398313,11.588115692138672,21411204,-0.01427054193208821,6.2422,3157.7041015625,0.00512831671519165,0.28712337214437905,
2015-02-12,11.600779194849764,12.018596779881316,11.537473500148014,11.99010944366455,30854604,0.034690174158218845,6.244,3173.416015625,0.004975739827783654,0.3162253960443023,
2015-02-13,12.183190813254837,13.189752578735352,12.047082456402261,13.189752578735352,110816205,0.100052726016165,6.2399,3203.826904296875,0.009583013548220665,0.47831202628019853,
2015-02-16,13.882952008950467,14.509678840637207,13.794323130582237,14.509678840637207,113258253,0.10007210173372427,6.2399,3222.363037109375,0.005785622434108406,0.57104647048895,
2015-02-17,15.446602614106183,15.959378242492676,14.509677510790352,15.959378242492676,105116379,0.09991257682391286,6.2546,3246.906005859375,0.00761645055735749,0.6549850049075658,
2015-02-25,15.959378242492676,15.959378242492676,15.959378242492676,15.959378242492676,0,0.0,6.2591,3228.843017578125,-0.0055631386460383014,0.6568064517112567,
2015-02-26,15.791619584799088,16.079660718047403,15.278843917711566,15.59853744506836,99222840,-0.02260995334163829,6.2584,3298.35888671875,0.021529652808196076,0.6688496407586041,
2015-02-27,15.494083453549724,16.07966184142785,15.22503446244667,16.010026931762695,110521242,0.026380004416659775,6.2695,3310.302978515625,0.0036212226161833616,0.6706975896477231,
2015-03-02,16.49114542612136,17.611655505123903,16.237922707070403,16.389856338500977,150779838,0.023724470193409175,6.272,3336.284912109375,0.00784880833034829,0.6700626470635024,
2015-03-03,16.14296680266552,17.307791531679644,15.994197294953981,16.25691795349121,98588103,-0.008111015878612848,6.2741,3263.052001953125,-0.021950436514112992,0.6721538630472201,
2015-03-04,16.142962219198495,17.0545639222048,15.94038406297487,16.45632553100586,89692995,0.012266013649396834,6.2701,3279.532958984375,0.0050507797673420285,0.6720501897574682,
2015-03-05,16.301230274799288,18.102279663085938,16.266411918563946,18.102279663085938,111754863,0.10001954135987923,6.2658,3248.47607421875,-0.009469910854392749,0.7284156264533272,
2015-03-06,18.72267220870756,18.865111579750835,16.396187234622587,16.55445098876953,154362204,-0.08550462721403695,6.262,3241.18701171875,-0.0022438405989346766,0.7947501452050054,
2015-03-09,15.98469986256135,16.45949296365113,15.535230847239076,16.206270217895508,77771103,-0.021032456534513133,6.2635,3302.407958984375,0.01888843409660601,0.8053115740300641,
2015-03-10,16.17461782747404,16.738037983982316,16.048006454596226,16.206270217895508,64690800,0.0,6.2615,3286.068115234375,-0.004947857427955449,0.8066504148298704,
2015-03-11,16.01635497213907,16.301230124465683,15.693495500199816,15.826436996459961,56492835,-0.023437423684082637,6.2613,3290.89990234375,0.0014703855610826988,0.8128264633459317,
2015-03-12,16.010025484227636,16.010025484227636,15.288339683994243,15.547892570495605,58144446,-0.017599945333662936,6.2614,3349.322998046875,0.017752923952963906,0.8145577675407945,
2015-03-13,15.668173798387523,15.93722276446618,15.44660342237259,15.820107460021973,52528851,0.01750815348717638,6.2585,3372.910888671875,0.007042584617474867,0.7889315780211466,
2015-03-16,15.997362585761326,16.29806574112903,15.829602735962933,16.187278747558594,60334482,0.02320915255882272,6.262,3449.304931640625,0.02264929181062092,0.7864560821003721,
2015-03-17,16.237926594953276,16.66840532041038,15.97837188738647,16.301231384277344,67036350,0.007039641344036118,6.249,3502.846923828125,0.015522545338441107,0.7870621855315475,
2015-03-18,16.301231926063572,17.089388533211764,16.14613228915723,16.886810302734375,80968677,0.03592237326450243,6.2289,3577.301025390625,0.021255311231565877,0.7802284200489915,
2015-03-19,16.886807494221884,17.659137775063723,16.8076765180974,17.054567337036133,78891828,0.009934204938311764,6.1955,3582.27099609375,0.0013893073766646502,0.7790466747802796,
2015-03-20,16.77602183535857,16.972269910664867,16.459492506362107,16.712717056274414,65542653,-0.02004450033858951,6.2037,3617.318115234375,0.009783491862799254,0.7280632408009468,
2015-03-23,16.709551508680587,16.880477314368534,16.611428374181475,16.810840606689453,58979691,0.005871190787508862,6.2135,3687.72802734375,0.019464672408225026,0.6511653015885713,
2015-03-24,16.82350277819991,17.37109861224452,16.43100838375446,16.90263557434082,83565345,0.005460462673998467,6.2046,3691.409912109375,0.0009984154846356397,0.5536888737141615,
2015-03-25,16.839329560804853,16.99126321427923,16.443667420088982,16.519634246826172,63997551,-0.022659266706079095,6.2116,3660.72705078125,-0.008311962653476224,0.561350409038646,
2015-03-26,16.579775318643552,17.409080318710178,16.46266001737486,17.162189483642578,88757439,0.03889645661736463,6.2103,3682.094970703125,0.005837069966009745,0.5675487716453386,
2015-03-27,17.24448582212552,17.24448582212552,16.427841083312913,16.728544235229492,58624812,-0.02526747818664965,6.2145,3691.095947265625,0.002444525910960227,0.571811043678167,
2015-03-30,16.791848108756852,16.96593987443725,16.554451563695878,16.684228897094727,55481889,-0.0026490851512016578,6.2065,3786.568115234375,0.025865534067050167,0.5666570235144974,
2015-03-31,16.69056041486253,16.991263575756157,16.544956874387307,16.586105346679688,56221470,-0.005881215788889449,6.199,3747.89892578125,-0.010212199616203566,0.5662109869935876,
2015-04-01,17.092553994115146,18.244718551635742,17.092553994115146,18.244718551635742,100959078,0.1000001609954857,6.1976,3810.2939453125,0.016647999523691448,0.6651295264981752,
2015-04-02,18.991724644136365,19.764054948709163,18.216228375944528,18.94108009338379,140534802,0.03816784236913384,6.1968,3825.783935546875,0.004065300592735355,0.5799353444415741,
2015-04-03,18.694188906247323,19.545650255445384,18.36816345348458,19.41904067993164,92434236,0.025234072407243957,6.193,3863.928955078125,0.009970510664972343,0.4807926974061663,
2015-04-07,19.422202784731795,19.491839492875588,18.896765132506356,19.115169525146484,57932682,-0.015648103312291273,6.1955,3961.3779296875,0.02522017763326212,0.47677914727843385,0.5687671068944236
2015-04-08,19.108838986536743,19.27026871039338,17.99465892565255,18.320682525634766,66370032,-0.04156316785297409,6.202,3994.81103515625,0.00843976668274804,0.5086057863134165,0.5774626744532124
2015-04-09,18.263710493835543,18.263710493835543,16.88997556693796,17.725610733032227,67457952,-0.03248087464917859,6.205,3957.533935546875,-0.009331379952973617,0.5166448533974217,0.5768727596566903
2015-04-10,17.94084789469012,18.342838305370144,17.90919550576549,18.010482788085938,47905437,0.01607121240245024,6.2082,4034.31005859375,0.019399991079612988,0.5098766858733897,0.5759853410513304
2015-04-13,18.010486630848796,18.73850440979004,17.56734765777913,18.73850440979004,64697313,0.04042210474145058,6.2152,4121.71484375,0.021665361334849198,0.5219737683661663,0.5796674452199906
2015-04-14,18.637208717388155,18.706847230217313,18.035806108532366,18.05796241760254,48133557,-0.03631783931656507,6.2113,4135.56494140625,0.0033602755603658885,0.542835444588913,0.5852276374922034
2015-04-15,17.741436930233476,18.032644030074533,17.55152075262632,17.725610733032227,38443026,-0.018404716816020295,6.2037,4084.1630859375,-0.012429222173276133,0.5496755431293728,0.5866850019275655
2015-04-16,17.68129764852997,18.4472960781946,17.54835433532831,18.263710021972656,45245607,0.030357164954416316,6.1947,4194.8232421875,0.02709494060876816,0.5458315767266522,0.586010706755625
2015-04-17,18.554913660983647,18.672028944404175,18.042136286623347,18.089614868164062,48967770,-0.009532299494415142,6.1976,4287.2958984375,0.02204447026992673,0.5476201092491347,0.5859371456229725
2015-04-20,17.909199580854786,17.909199580854786,17.31412511546981,17.34577751159668,50720760,-0.04111957949289802,6.2014,4217.0771484375,-0.016378330692218168,0.5644887078356415,0.5940365426579981
2015-04-21,17.348942814773775,17.880710656454905,17.348942814773775,17.76042938232422,38295981,0.023905061070356837,6.201,4293.623046875,0.018151410501432652,0.5695462309203989,0.589794365878879
2015-04-22,17.883874552537904,18.605560375771205,17.820569763604414,18.12127113342285,46748361,0.0203171749584925,6.1927,4398.494140625,0.024424848806028132,0.5727092670143146,0.5900934699947694
2015-04-23,18.358669122840777,19.93498420715332,18.358669122840777,19.93498420715332,132277833,0.10008751926818515,6.1975,4414.5078125,0.0036407168824201808,0.6563027879337474,0.6200219779883843
2015-04-24,19.93498420715332,19.93498420715332,19.93498420715332,19.93498420715332,0,0.0,6.193,4393.68603515625,-0.004716670176637017,0.648242675195008,0.6202691932481116
2015-04-27,19.93498420715332,19.93498420715332,19.93498420715332,19.93498420715332,0,0.0,6.2185,4527.39599609375,0.030432297589680912,0.6370042343309287,0.6205064581855836
2015-04-28,20.257841566110002,21.0491641531834,18.640379842694568,18.836627960205078,115625697,-0.05509692084702611,6.2035,4476.21484375,-0.011304766004102462,0.6763162808922127,0.6337652405133117
2015-04-29,18.839791121418326,20.25783855224077,18.200402305376695,19.368392944335938,66728661,0.028230370385521564,6.1989,4476.6201171875,9.053931762581513e-05,0.6785841989134839,0.6348509884231424
2015-04-30,19.6880874696315,19.802036799449706,18.95373969688153,18.991724014282227,48585126,-0.019447608850989506,6.2018,4441.65478515625,-0.007810654269502226,0.5922396771037843,0.6372939822071194
2015-05-04,18.99172311971277,20.44775474257292,18.99172311971277,19.431697845458984,55848579,0.023166608299798774,6.2085,4480.4638671875,0.008737527770268816,0.5826262831717068,0.6362348210684344
2015-05-05,19.30825586459133,19.30825586459133,18.295364656288957,18.48211669921875,47585247,-0.04886763646657588,6.2058,4298.7060546875,-0.04056673993759796,0.6023221569238659,0.6400558042841225
2015-05-06,18.833457784559272,19.18164131130774,18.263707532913834,18.406145095825195,39014565,-0.0041105466776305555,6.2001,4229.26611328125,-0.01615368450944199,0.600191498822511,0.640509219638281
2015-05-07,18.285866174859358,18.77015539946488,18.06113164670998,18.5960636138916,33650886,0.010318212590287645,6.2063,4112.2138671875,-0.027676727583106797,0.5819129835151864,0.6405286565292101
2015-05-08,18.74166493038569,18.944244932563826,18.352334743185015,18.833457946777344,40089963,0.012765837857663831,6.2084,4205.9169921875,0.02278653981196932,0.5690198823009645,0.639293363457123
2015-05-11,18.92841798034676,20.19453355568744,18.79547648790915,19.969799041748047,74649741,0.06033629608444513,6.2086,4333.583984375,0.03035413975707124,0.6025544934491787,0.6463829000903217
2015-05-12,19.97612674929456,20.62817571201307,19.624779090109495,20.416101455688477,72366168,0.022348868559338486,6.2086,4401.21923828125,0.015607232754715872,0.5921261628277228,0.6386951008948375
2015-05-13,20.32114375328586,20.409772617230963,19.548813496361547,19.982458114624023,53052114,-0.021240261859280074,6.2043,4375.759765625,-0.0057846408637876046,0.5804945258097456,0.6416539197316633
2015-05-14,19.982458148761776,20.257837197763006,19.333575107567317,19.8621768951416,46133718,-0.0060193405031784275,6.2013,4378.31103515625,0.0005830460692317629,0.5753148320076965,0.6417105547519412
2015-05-15,19.8146959947482,20.004612120883053,19.112000713355037,19.25127410888672,44432916,-0.03075709120304493,6.2051,4308.69091796875,-0.015901135535706712,0.5823057208920339,0.6452058441219495
2015-05-18,19.415872736645174,19.814699016906953,19.143657830181425,19.783044815063477,62408034,0.027622623997197282,6.2041,4283.4912109375,-0.005848576171049613,0.5863975252390348,0.6441791329175386
2015-05-19,20.115401420090294,21.17260690031733,19.878004855196746,20.435096740722656,75886227,0.03296013994583302,6.2064,4417.5517578125,0.03129702858562866,0.5675745474545416,0.6178877381017501
2015-05-20,20.438262771283696,21.739196863365816,20.38761821441787,20.951040267944336,82719630,0.0252479121468272,6.2036,4446.2880859375,0.006505034847453572,0.568067530045746,0.5886277460890186
2015-05-21,21.207427235530645,23.04646110534668,20.894063813074418,23.04646110534668,77653887,0.1000151214738676,6.1958,4529.421875,0.0186973465181961,0.6533639625060543,0.5886970591904502
2015-05-22,23.790301767050813,25.34445854804672,23.790301767050813,24.056184768676758,105679272,0.04381252543349601,6.1972,4657.59619140625,0.02829816253453976,0.5801754021798866,0.593362269367798
2015-05-25,24.056184768676758,24.056184768676758,24.056184768676758,24.056184768676758,0,0.0,6.1972,4813.7978515625,0.03353696922984839,0.5801754021798866,0.590256907201579
2015-05-26,24.056184768676758,24.056184768676758,24.056184768676758,24.056184768676758,0,0.0,6.2038,4910.89697265625,0.02017100096179414,0.5801754021798866,0.5892068290240792
2015-05-27,24.056184768676758,24.056184768676758,24.056184768676758,24.056184768676758,0,0.0,6.2011,4941.7138671875,0.006275206892516261,0.5287898399606359,0.588417627631326
2015-05-28,24.056184768676758,24.056184768676758,24.056184768676758,24.056184768676758,0,0.0,6.2002,4620.26611328125,-0.06504782805023013,0.5273704763834742,0.5877577417051879
2015-05-29,24.056184768676758,24.056184768676758,24.056184768676758,24.056184768676758,0,0.0,6.198,4611.744140625,-0.0018444765836653776,0.5166891577750871,0.5878449677068692
2015-06-01,24.056184768676758,24.056184768676758,24.056184768676758,24.056184768676758,0,0.0,6.1985,4828.73779296875,0.04705240484445916,0.5168184800197176,0.5550764759119056
2015-06-02,24.056184768676758,24.056184768676758,24.056184768676758,24.056184768676758,0,0.0,6.198,4910.52685546875,0.01693797965569699,0.4682929638350836,0.5219774337162092
2015-06-03,24.056184768676758,24.056184768676758,24.056184768676758,24.056184768676758,0,0.0,6.1976,4909.97802734375,-0.00011176562946368929,0.46644720112407084,0.5189639973658248
2015-06-04,26.461803436279297,26.461803436279297,25.325465183402326,26.461803436279297,79855635,0.10000000792872465,6.2006,4947.10205078125,0.007560934739576419,0.5571910300495803,0.5524881220391653
2015-06-05,27.18981943624604,27.727919155123082,25.005769979993612,25.160869598388672,125100618,-0.049162705067449686,6.2024,5023.09619140625,0.015361344852993009,0.606601663016607,0.561340912663367
2015-06-08,24.929806399132808,24.929806399132808,23.185733295154982,23.723833084106445,83667273,-0.05711394467758202,6.2053,5131.880859375,0.02165689523423109,0.6335102436153545,0.5748239402478651
2015-06-09,23.72382835531739,24.35688520625854,23.274357538351197,23.467439651489258,55322451,-0.010807420188306605,6.2047,5113.5341796875,-0.003575040066252533,0.6354412713171664,0.5756882473344321
2015-06-10,23.467437172613625,24.663915852901763,23.42312274493072,24.002370834350586,81269736,0.022794612058473218,6.2055,5106.0361328125,-0.0014663140230458671,0.627997373803246,0.5756397129487844
2015-06-11,23.94539791866303,23.94539791866303,23.074944484999193,23.423126220703125,58396026,-0.02413280828152542,6.2065,5121.5927734375,0.0030467157341542705,0.6373209137689966,0.5792149481174752
2015-06-12,23.42312693940628,24.21444941959429,23.2616972041613,23.7080020904541,61833534,0.012162162602325166,6.2081,5166.35009765625,0.008738946300236528,0.6197561047234359,0.5761333486066262
2015-06-15,23.730162304773508,24.530979124191653,22.96099788021807,23.98338508605957,90941481,0.01161561377271636,6.208,5062.9931640625,-0.020005793575746722,0.6167172118564401,0.5761889141449033
2015-06-16,23.58139044922492,23.73965603022107,22.78690382536318,23.06545066833496,42907902,-0.03827376387573256,6.2085,4887.43212890625,-0.03467534509080428,0.6337107862035246,0.5809445597125751
2015-06-17,23.074943759975366,23.350324625252473,22.185498195119937,22.44188690185547,55261812,-0.02703453643485676,6.2086,4967.89794921875,0.016463823576514214,0.6406692671205693,0.5848830201425005
2015-06-18,22.460880846964418,23.065451326552186,21.33403683309249,21.410003662109375,60374622,-0.04598023527427986,6.2075,4785.35595703125,-0.03674431199139394,0.5549165348009046,0.5943147443573009
2015-06-19,21.15994711053153,21.16944319066898,19.491841005151006,19.593130111694336,61484097,-0.08486096401891208,6.2085,4478.36376953125,-0.06415242465901172,0.5969965755704402,0.6196415444544257
2015-06-23,19.561475402624488,20.05209468075357,18.387152925086095,19.979293823242188,59094975,0.019709138322792308,6.2066,4576.4921875,0.021911667523833334,0.6052163587399562,0.6162094734341422
2015-06-24,20.052094239914318,20.416102141852384,19.466515995719714,20.124895095825195,54909039,0.007287608554694236,6.2061,4690.14990234375,0.024835116107963406,0.6071323306963956,0.6133764003829618
2015-06-25,20.213524746299168,20.454087255555464,19.37155777509404,19.62161636352539,47527959,-0.025007769228283183,6.2084,4527.77880859375,-0.03461959577642926,0.6091442382953419,0.6160871915362259
2015-06-26,18.960067758224675,19.27976302439889,17.659135818481445,17.659135818481445,60700800,-0.10001625292664462,6.208,4192.873046875,-0.07396689985895444,0.6870604689590768,0.6513622397741939
2015-06-29,18.073789487339344,18.127599997792835,15.892906188964844,15.892906188964844,71892891,-0.10001789711975184,6.2085,4053.030029296875,-0.03335255229879941,0.748186820020514,0.6516350492387236
2015-06-30,15.614360350232607,17.48188018798828,14.427377709488201,17.48188018798828,88800477,0.09998007791216512,6.2,4277.22216796875,0.0553146996324545,0.8586590683356137,0.6794143442764418
2015-07-01,17.44073286510865,18.349170571336707,16.643080333356792,16.772857666015625,73709004,-0.04055756671183586,6.2008,4053.699951171875,-0.052258734295072995,0.861674527766648,0.6821699940362796
2015-07-02,16.776021951220134,17.466055277392815,15.114246132097652,15.595369338989258,76644975,-0.07020201032362772,6.2044,3912.76708984375,-0.034766475818562514,0.8797203289413479,0.6960122915027419
2015-07-03,15.351644450808688,16.76019769215046,14.436876516010372,15.684000015258789,82600890,0.005683140574808343,6.2044,3686.9150390625,-0.0577218233529635,0.7653858641803057,0.6913897305921168
2015-07-06,17.15585704685921,17.15585704685921,14.528669605267138,16.063833236694336,89782320,0.024217879435476375,6.2089,3775.912109375,0.024138627923232514,0.7784854098772834,0.6903562910418641
2015-07-07,15.47825342435674,15.778956548544663,14.459031482230838,14.87368392944336,130846695,-0.07408874891282735,6.2097,3727.125,-0.012920615724574036,0.7911504314973343,0.7055548828933286
2015-07-08,13.386000566607942,14.747074256358072,13.386000566607942,14.142504692077637,152802717,-0.04915925609514327,6.2087,3507.19189453125,-0.05900878169332935,0.7957329684637503,0.7063183568263246
2015-07-09,14.14250584435229,15.557389259338379,13.772166849473019,15.557389259338379,69105879,0.1000448363332227,6.2086,3709.330078125,0.05763533609579308,0.8965771255369378,0.7341634591494132
2015-07-10,16.427842400659856,17.114709854125977,15.85809206492675,17.114709854125977,61917681,0.10010166672745613,6.2092,3877.802978515625,0.04541868662057302,0.9922078438166632,0.7621021251372044
2015-07-13,17.693957063123403,18.827129364013672,17.155857341110142,18.827129364013672,104394732,0.1000554215924887,6.2081,3970.387939453125,0.023875622730306967,1.0687177984947085,0.7867366773870016
2015-07-14,18.358665923756718,19.314584081911317,17.674964489519784,17.788915634155273,99134874,-0.055144558141872024,6.2088,3924.487060546875,-0.011560804537546598,1.0776042173149383,0.7950284840908614
2015-07-15,17.39325621181558,17.719281689725054,16.010026931762695,16.010026931762695,72123186,-0.09999983916822097,6.2082,3805.702880859375,-0.030267440777584698,1.1185580370096606,0.8171827300152652
2015-07-16,16.010024582792546,16.918460539994413,15.19337983697376,16.519634246826172,55204317,0.031830509544768626,6.2094,3823.176025390625,0.0045913054902761985,1.1301375907508246,0.8183351768122287
2015-07-17,16.712718384550985,17.883873191414793,16.57028080909923,17.583171844482422,55013610,0.06438021458378129,6.2085,3957.35205078125,0.0350954349210002,1.1547971097013612,0.8279125642981794
2015-07-20,17.58317214824353,17.852221107766187,17.038742301723655,17.405916213989258,57597774,-0.01008098152375092,6.2095,3992.110107421875,0.00878316010165503,1.1180965699548429,0.8018739170593226
2015-07-21,17.092551330104342,17.87754182774981,16.617758237601443,17.35210418701172,46217172,-0.003091594048596491,6.2095,4017.675048828125,0.006403866806860226,1.1147301189043717,0.8018823452382675
2015-07-22,17.51036931543427,17.97883046915658,17.3774260212879,17.586336135864258,46958166,0.01349876339653755,6.2093,4026.044921875,0.002083262818708187,1.1158327039780986,0.8024355465868548
2015-07-23,17.586337390970378,18.099113012670706,17.152692747537138,17.909196853637695,50110866,0.01835861178128062,6.2091,4123.9228515625,0.024311186682417052,1.1158172192134417,0.7953088381919985
2015-07-24,17.947182593044246,18.37449719740886,17.564182431204912,17.595836639404297,56072916,-0.01749716733778317,6.2095,4070.907958984375,-0.012855452074725049,1.0567670276714392,0.7939918950108034
2015-07-27,17.086222120048703,17.56417939015606,15.835932731628418,15.835932731628418,54362454,-0.10001819997775674,6.2091,3725.55810546875,-0.08483361869025996,1.0567674151289588,0.8190339141289062
2015-07-28,15.130074294150349,16.13347015285838,14.402057505827194,15.763132095336914,61297905,-0.004597180192998818,6.2084,3663.001953125,-0.016791082187638917,0.9912215856770943,0.8174061288338625
2015-07-29,16.041675355907348,17.33944320678711,15.54156001088312,17.33944320678711,59964717,0.09999986689932672,6.2089,3789.16796875,0.03444333834366775,1.0452686833003446,0.8377691372825703
2015-07-30,17.098882331938338,17.655972391395107,16.19994064858255,16.396188735961914,48705399,-0.0543993517886423,6.2096,3705.76611328125,-0.022010598674057524,1.031866427800496,0.8452069195841138
2015-07-31,16.136635307769847,17.60849319544579,16.06699859994705,17.598997116088867,67417782,0.07335902260559024,6.2097,3663.72607421875,-0.011344493359100816,1.060458468675422,0.8584351552025352
2015-08-03,17.28246382257912,18.308016505403486,17.18750487188974,18.289024353027344,74995614,0.03920832717835143,6.2087,3622.905029296875,-0.011141947868081203,1.0648459007536186,0.8617509587022285
2015-08-04,18.320685446378867,19.143660391783843,17.469222258860356,18.884105682373047,78599679,0.0325376202611487,6.2086,3756.544921875,0.036887495393182146,1.0213538627658036,0.8554294424744255
2015-08-05,18.57390788622727,19.938146728351487,18.48844497265079,18.81763458251953,60163140,-0.003519949579373627,6.2096,3694.572998046875,-0.016497053839886755,0.9964851575024599,0.8542484333241974
2015-08-06,18.659369186397154,20.700979232788086,18.09911316192444,20.700979232788086,108119838,0.10008402714005671,6.2096,3661.5390625,-0.008941205266302266,0.996528875248721,0.8772031339618892
2015-08-07,21.2074224342549,21.432158736785397,20.21985379753503,20.574365615844727,101518776,-0.0061163105145681795,6.2087,3744.205078125,0.022576849301331192,0.9481441730223226,0.8772069824001304
2015-08-10,20.875070553024724,21.4859693039529,19.941310532623884,21.14728546142578,69669330,0.027846294572496433,6.2094,3928.4150390625,0.049198683590736314,0.891058280142906,0.8760574572328341
2015-08-11,20.748461806839934,21.70754422368174,20.593362173987785,20.795940399169922,61366047,-0.01661419206246295,6.3232,3927.907958984375,-0.00012908006742740064,0.8653527865792286,0.8754503423472547
2015-08-12,20.416102938855246,20.549044424922194,19.561475736211314,19.62161636352539,52257696,-0.05646890754175293,6.3845,3886.320068359375,-0.01058779662335907,0.8040830382524817,0.8812474896458723
2015-08-13,19.61528692041429,20.321146531476813,19.308253629246202,20.207197189331055,39478446,0.029843658899284087,6.3982,3954.555908203125,0.01755795679292982,0.8034452992688224,0.8818414906316755
2015-08-14,20.13122663354152,21.001679980281487,20.13122663354152,20.1787052154541,40314006,-0.0014099913812885,6.3908,3965.3349609375,0.002725730267718607,0.7794162300155169,0.8573110724377706
2015-08-17,19.846349146213836,20.64716757903199,19.65643301275231,20.321142196655273,32856066,0.0070587770464125565,6.3937,3993.66796875,0.007145173886092371,0.7764982988246202,0.8524403126897293
2015-08-18,20.314807452571667,20.314807452571667,18.289024353027344,18.289024353027344,51581286,-0.10000017833458219,6.3928,3748.1640625,-0.061473289259658115,0.8672448130732398,0.8760495089352242
2015-08-19,17.725612364387047,18.86511677967156,16.522803154471365,18.510604858398438,49981485,0.012115490749752045,6.3956,3794.10888671875,0.012257954415182404,0.867058966971832,0.8765820755817227
2015-08-20,18.042140764644152,18.168752158035858,17.092554408610248,17.219165802001953,33519822,-0.06976752333463299,6.3875,3664.291015625,-0.034215641925348095,0.9033565970849219,0.8872063758406349
2015-08-21,16.77602312828179,17.105212713988873,15.687165267866048,15.763132095336914,49824918,-0.08455889927581484,6.3887,3507.743896484375,-0.04272234887269821,0.9503164355754006,0.9023636824188229
2015-08-24,14.971809576863834,14.971809576863834,14.18681812286377,14.18681812286377,48350361,-0.1000000484002449,6.4029,3209.905029296875,-0.08490895458075143,0.9502920547511361,0.922832559094396
